! year          LOD
! [a]           [ms]
  2006.657      0.593
  2006.660      0.425
  2006.663      0.255
  2006.665      0.059
  2006.668      0.005
  2006.671      0.001
  2006.674      0.127
  2006.676      0.517
  2006.679      0.867
  2006.682      1.266
  2006.684      1.518
  2006.687      1.581
  2006.690      1.497
  2006.693      1.190
  2006.695      0.915
  2006.698      0.632
  2006.701      0.446
  2006.704      0.268
  2006.706      0.326
  2006.709      0.386
  2006.712      0.510
  2006.715      0.695
  2006.717      0.861
  2006.720      1.074
  2006.723      1.135
  2006.726      1.149
  2006.728      1.157
  2006.731      1.071
  2006.734      0.947
  2006.736      0.782
  2006.739      0.676
  2006.742      0.654
  2006.745      0.639
  2006.747      0.767
  2006.750      0.968
  2006.753      1.214
  2006.756      1.591
  2006.758      1.978
  2006.761      2.266
  2006.764      2.255
  2006.767      2.089
  2006.769      1.757
  2006.772      1.445
  2006.775      1.138
  2006.778      1.004
  2006.780      0.857
  2006.783      0.858
  2006.786      0.890
  2006.789      0.948
  2006.791      1.192
  2006.794      1.331
  2006.797      1.433
  2006.799      1.523
  2006.802      1.473
  2006.805      1.383
  2006.808      1.343
  2006.810      1.203
  2006.813      0.973
  2006.816      0.833
  2006.819      0.743
  2006.821      0.740
  2006.824      0.906
  2006.827      1.064
  2006.830      1.339
  2006.832      1.691
  2006.835      1.970
  2006.838      2.068
  2006.841      1.983
  2006.843      1.651
  2006.846      1.260
  2006.849      0.972
  2006.851      0.745
  2006.854      0.652
  2006.857      0.682
  2006.860      0.806
  2006.862      1.043
  2006.865      1.101
  2006.868      1.210
  2006.871      1.216
  2006.873      1.192
  2006.876      1.201
  2006.879      1.118
  2006.882      1.008
  2006.884      0.953
  2006.887      0.766
  2006.890      0.687
  2006.893      0.578
  2006.895      0.553
  2006.898      0.699
  2006.901      0.925
  2006.903      1.248
  2006.906      1.457
  2006.909      1.687
  2006.912      1.801
  2006.914      1.772
  2006.917      1.583
  2006.920      1.252
  2006.923      0.976
  2006.925      0.828
  2006.928      0.695
  2006.931      0.749
  2006.934      0.863
  2006.936      1.052
  2006.939      1.219
  2006.942      1.330
  2006.945      1.419
  2006.947      1.421
  2006.950      1.331
  2006.953      1.232
  2006.956      1.125
  2006.958      0.928
  2006.961      0.754
  2006.964      0.651
  2006.966      0.554
  2006.969      0.505
  2006.972      0.601
  2006.975      0.819
  2006.977      1.100
  2006.980      1.335
  2006.983      1.532
  2006.986      1.638
  2006.988      1.625
  2006.991      1.505
  2006.994      1.344
  2006.997      1.059
  2006.999      0.746
  2007.002      0.584
  2007.005      0.522
  2007.008      0.544
  2007.010      0.722
  2007.013      0.909
  2007.016      1.065
  2007.018      1.188
  2007.021      1.317
  2007.024      1.346
  2007.027      1.314
  2007.029      1.236
  2007.032      1.127
  2007.035      1.012
  2007.038      0.880
  2007.040      0.809
  2007.043      0.800
  2007.046      0.889
  2007.049      1.073
  2007.051      1.374
  2007.054      1.689
  2007.057      1.964
  2007.060      2.113
  2007.062      2.100
  2007.065      1.935
  2007.068      1.703
  2007.070      1.441
  2007.073      1.168
  2007.076      1.026
  2007.079      0.982
  2007.081      1.048
  2007.084      1.173
  2007.087      1.356
  2007.090      1.523
  2007.092      1.641
  2007.095      1.670
  2007.098      1.707
  2007.101      1.638
  2007.103      1.545
  2007.106      1.359
  2007.109      1.171
  2007.112      1.025
  2007.114      0.892
  2007.117      0.749
  2007.120      0.753
  2007.123      0.837
  2007.125      0.943
  2007.128      1.135
  2007.131      1.402
  2007.133      1.575
  2007.136      1.588
  2007.139      1.400
  2007.142      1.116
  2007.144      0.855
  2007.147      0.618
  2007.150      0.471
  2007.153      0.430
  2007.155      0.446
  2007.158      0.580
  2007.161      0.706
  2007.164      0.850
  2007.166      1.038
  2007.169      1.157
  2007.172      1.239
  2007.175      1.225
  2007.177      1.194
  2007.180      1.154
  2007.183      0.973
  2007.185      0.772
  2007.188      0.653
  2007.191      0.569
  2007.194      0.530
  2007.196      0.626
  2007.199      0.773
  2007.202      1.096
  2007.205      1.517
  2007.207      1.889
  2007.210      2.051
  2007.213      2.103
  2007.216      1.898
  2007.218      1.504
  2007.221      1.075
  2007.224      0.808
  2007.227      0.695
  2007.229      0.705
  2007.232      0.777
  2007.235      0.955
  2007.238      1.133
  2007.240      1.304
  2007.243      1.344
  2007.246      1.477
  2007.248      1.547
  2007.251      1.589
  2007.254      1.517
  2007.257      1.392
  2007.259      1.275
  2007.262      1.201
  2007.265      1.223
  2007.268      1.195
  2007.270      1.198
  2007.273      1.291
  2007.276      1.461
  2007.279      1.720
  2007.281      2.034
  2007.284      2.214
  2007.287      2.333
  2007.290      2.170
  2007.292      1.852
  2007.295      1.440
  2007.298      1.036
  2007.300      0.841
  2007.303      0.792
  2007.306      0.854
  2007.309      0.949
  2007.311      1.082
  2007.314      1.262
  2007.317      1.417
  2007.320      1.468
  2007.322      1.490
  2007.325      1.457
  2007.328      1.343
  2007.331      1.165
  2007.333      1.018
  2007.336      0.910
  2007.339      0.768
  2007.342      0.661
  2007.344      0.631
  2007.347      0.780
  2007.350      1.023
  2007.352      1.335
  2007.355      1.641
  2007.358      1.993
  2007.361      2.236
  2007.363      2.200
  2007.366      1.964
  2007.369      1.579
  2007.372      1.227
  2007.374      0.945
  2007.377      0.878
  2007.380      0.890
  2007.383      0.889
  2007.385      0.932
  2007.388      1.044
  2007.391      1.207
  2007.394      1.325
  2007.396      1.288
  2007.399      1.181
  2007.402      1.097
  2007.405      0.945
  2007.407      0.750
  2007.410      0.589
  2007.413      0.337
  2007.415      0.206
  2007.418      0.158
  2007.421      0.235
  2007.424      0.437
  2007.426      0.655
  2007.429      0.850
  2007.432      0.998
  2007.435      1.109
  2007.437      1.151
  2007.440      1.061
  2007.443      0.798
  2007.446      0.454
  2007.448      0.149
  2007.451     -0.030
  2007.454     -0.038
  2007.457      0.097
  2007.459      0.245
  2007.462      0.441
  2007.465      0.617
  2007.467      0.757
  2007.470      0.746
  2007.473      0.709
  2007.476      0.585
  2007.478      0.477
  2007.481      0.341
  2007.484      0.153
  2007.487      0.053
  2007.489     -0.026
  2007.492     -0.062
  2007.495      0.009
  2007.498      0.155
  2007.500      0.424
  2007.503      0.661
  2007.506      0.828
  2007.509      0.928
  2007.511      0.946
  2007.514      0.742
  2007.517      0.515
  2007.520      0.219
  2007.522     -0.014
  2007.525     -0.181
  2007.528     -0.293
  2007.530     -0.239
  2007.533     -0.070
  2007.536      0.030
  2007.539      0.229
  2007.541      0.341
  2007.544      0.414
  2007.547      0.337
  2007.550      0.228
  2007.552      0.095
  2007.555     -0.077
  2007.558     -0.265
  2007.561     -0.474
  2007.563     -0.578
  2007.566     -0.619
  2007.569     -0.526
  2007.572     -0.328
  2007.574     -0.101
  2007.577      0.200
  2007.580      0.451
  2007.582      0.680
  2007.585      0.809
  2007.588      0.669
  2007.591      0.499
  2007.593      0.250
  2007.596     -0.068
  2007.599     -0.280
  2007.602     -0.438
  2007.604     -0.434
  2007.607     -0.355
  2007.610     -0.074
  2007.613      0.027
  2007.615      0.174
  2007.618      0.244
  2007.621      0.263
  2007.624      0.208
  2007.626      0.216
  2007.629      0.105
  2007.632     -0.037
  2007.634     -0.176
  2007.637     -0.345
  2007.640     -0.448
  2007.643     -0.519
  2007.645     -0.369
  2007.648     -0.130
  2007.651      0.159
  2007.654      0.435
  2007.656      0.731
  2007.659      0.932
  2007.662      0.978
  2007.665      0.856
  2007.667      0.631
  2007.670      0.401
  2007.673      0.139
  2007.676      0.044
  2007.678      0.069
  2007.681      0.199
  2007.684      0.409
  2007.687      0.603
  2007.689      0.739
  2007.692      0.848
  2007.695      0.884
  2007.697      0.913
  2007.700      0.827
  2007.703      0.723
  2007.706      0.537
  2007.708      0.438
  2007.711      0.317
  2007.714      0.253
  2007.717      0.305
  2007.719      0.366
  2007.722      0.552
  2007.725      0.814
  2007.728      1.038
  2007.730      1.390
  2007.733      1.677
  2007.736      1.702
  2007.739      1.566
  2007.741      1.299
  2007.744      0.997
  2007.747      0.717
  2007.749      0.590
  2007.752      0.543
  2007.755      0.532
  2007.758      0.627
  2007.760      0.741
  2007.763      0.890
  2007.766      1.031
  2007.769      1.037
  2007.771      1.120
  2007.774      1.089
  2007.777      0.969
  2007.780      0.820
  2007.782      0.586
  2007.785      0.462
  2007.788      0.391
  2007.791      0.433
  2007.793      0.508
  2007.796      0.637
  2007.799      0.841
  2007.802      1.037
  2007.804      1.244
  2007.807      1.496
  2007.810      1.677
  2007.812      1.627
  2007.815      1.416
  2007.818      1.020
  2007.821      0.679
  2007.823      0.521
  2007.826      0.491
  2007.829      0.547
  2007.832      0.603
  2007.834      0.766
  2007.837      0.905
  2007.840      0.987
  2007.843      1.014
  2007.845      1.022
  2007.848      1.068
  2007.851      0.983
  2007.854      0.882
  2007.856      0.649
  2007.859      0.501
  2007.862      0.362
  2007.864      0.334
  2007.867      0.401
  2007.870      0.593
  2007.873      0.892
  2007.875      1.115
  2007.878      1.393
  2007.881      1.684
  2007.884      1.911
  2007.886      1.972
  2007.889      1.935
  2007.892      1.748
  2007.895      1.438
  2007.897      1.124
  2007.900      0.928
  2007.903      0.951
  2007.906      1.001
  2007.908      1.200
  2007.911      1.403
  2007.914      1.524
  2007.916      1.599
  2007.919      1.581
  2007.922      1.447
  2007.925      1.206
  2007.927      0.965
  2007.930      0.707
  2007.933      0.465
  2007.936      0.280
  2007.938      0.191
  2007.941      0.176
  2007.944      0.305
  2007.947      0.451
  2007.949      0.636
  2007.952      0.845
  2007.955      1.117
  2007.958      1.298
  2007.960      1.336
  2007.963      1.327
  2007.966      1.195
  2007.969      0.955
  2007.971      0.675
  2007.974      0.511
  2007.977      0.494
  2007.979      0.578
  2007.982      0.740
  2007.985      0.915
  2007.988      1.090
  2007.990      1.201
  2007.993      1.195
  2007.996      1.067
  2007.999      1.045
  2008.001      0.919
  2008.004      0.809
  2008.007      0.693
  2008.010      0.617
  2008.012      0.556
  2008.015      0.535
  2008.018      0.550
  2008.021      0.642
  2008.023      0.823
  2008.026      0.969
  2008.029      1.171
  2008.031      1.337
  2008.034      1.430
  2008.037      1.379
  2008.040      1.211
  2008.042      0.942
  2008.045      0.676
  2008.048      0.462
  2008.051      0.420
  2008.053      0.533
  2008.056      0.700
  2008.059      0.966
  2008.062      1.221
  2008.064      1.418
  2008.067      1.522
  2008.070      1.500
  2008.073      1.434
  2008.075      1.248
  2008.078      1.036
  2008.081      0.799
  2008.084      0.656
  2008.086      0.596
  2008.089      0.555
  2008.092      0.622
  2008.094      0.781
  2008.097      0.986
  2008.100      1.208
  2008.103      1.437
  2008.105      1.566
  2008.108      1.644
  2008.111      1.653
  2008.114      1.475
  2008.116      1.253
  2008.119      1.034
  2008.122      0.776
  2008.125      0.604
  2008.127      0.552
  2008.130      0.678
  2008.133      0.936
  2008.136      1.135
  2008.138      1.311
  2008.141      1.337
  2008.144      1.324
  2008.146      1.221
  2008.149      1.104
  2008.152      0.895
  2008.155      0.660
  2008.157      0.461
  2008.160      0.300
  2008.163      0.225
  2008.166      0.261
  2008.168      0.376
  2008.171      0.581
  2008.174      0.872
  2008.177      1.157
  2008.179      1.379
  2008.182      1.554
  2008.185      1.527
  2008.188      1.367
  2008.190      1.119
  2008.193      0.822
  2008.196      0.596
  2008.198      0.445
  2008.201      0.446
  2008.204      0.551
  2008.207      0.775
  2008.209      0.995
  2008.212      1.247
  2008.215      1.379
  2008.218      1.460
  2008.220      1.468
  2008.223      1.421
  2008.226      1.310
  2008.229      1.164
  2008.231      0.980
  2008.234      0.789
  2008.237      0.676
  2008.240      0.637
  2008.242      0.717
  2008.245      0.871
  2008.248      1.081
  2008.251      1.315
  2008.253      1.563
  2008.256      1.750
  2008.259      1.903
  2008.261      1.869
  2008.264      1.599
  2008.267      1.230
  2008.270      0.896
  2008.272      0.657
  2008.275      0.536
  2008.278      0.556
  2008.281      0.694
  2008.283      0.922
  2008.286      1.178
  2008.289      1.301
  2008.292      1.358
  2008.294      1.343
  2008.297      1.288
  2008.300      1.165
  2008.303      0.991
  2008.305      0.847
  2008.308      0.708
  2008.311      0.631
  2008.313      0.581
  2008.316      0.609
  2008.319      0.691
  2008.322      0.887
  2008.324      1.137
  2008.327      1.446
  2008.330      1.645
  2008.333      1.774
  2008.335      1.847
  2008.338      1.798
  2008.341      1.582
  2008.344      1.272
  2008.346      0.981
  2008.349      0.830
  2008.352      0.867
  2008.355      1.017
  2008.357      1.260
  2008.360      1.492
  2008.363      1.612
  2008.366      1.683
  2008.368      1.624
  2008.371      1.530
  2008.374      1.312
  2008.376      1.095
  2008.379      0.897
  2008.382      0.656
  2008.385      0.461
  2008.387      0.332
  2008.390      0.279
  2008.393      0.337
  2008.396      0.499
  2008.398      0.700
  2008.401      0.854
  2008.404      1.013
  2008.407      1.174
  2008.409      1.270
  2008.412      1.223
  2008.415      1.037
  2008.418      0.812
  2008.420      0.568
  2008.423      0.378
  2008.426      0.312
  2008.428      0.365
  2008.431      0.530
  2008.434      0.720
  2008.437      0.836
  2008.439      0.971
  2008.442      0.983
  2008.445      0.840
  2008.448      0.649
  2008.450      0.462
  2008.453      0.242
  2008.456      0.128
  2008.459      0.035
  2008.461     -0.036
  2008.464     -0.065
  2008.467     -0.042
  2008.470      0.091
  2008.472      0.288
  2008.475      0.538
  2008.478      0.738
  2008.480      0.927
  2008.483      1.029
  2008.486      1.003
  2008.489      0.891
  2008.491      0.695
  2008.494      0.493
  2008.497      0.284
  2008.500      0.155
  2008.502      0.175
  2008.505      0.351
  2008.508      0.544
  2008.511      0.714
  2008.513      0.810
  2008.516      0.758
